DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Regular Season,11.07.16,Marvin Williams,PF,Charlotte,Indiana,H,18.6,4,10,2,5,2,3,0,4,4,0,1,0,1,0,12
2016-2017 Regular Season,11.07.16,Cody Zeller,PF,Charlotte,Indiana,H,22.6,5,7,0,0,3,3,0,5,5,0,2,0,0,0,13
2016-2017 Regular Season,11.07.16,Nicolas Batum,SG,Charlotte,Indiana,H,29.9,2,6,1,2,4,4,0,6,6,4,1,3,1,0,9
2016-2017 Regular Season,11.07.16,Kemba Walker,PG,Charlotte,Indiana,H,25.2,7,11,5,6,5,6,0,2,2,10,0,2,1,1,24
2016-2017 Regular Season,11.07.16,Frank Kaminsky,C,Charlotte,Indiana,H,30,5,14,0,6,1,2,0,2,2,2,1,0,4,1,11
2016-2017 Regular Season,11.07.16,Marco Belinelli,SG,Charlotte,Indiana,H,27.2,3,8,2,4,4,4,1,2,3,4,1,3,1,0,12
2016-2017 Regular Season,11.07.16,Ramon Sessions,PG,Charlotte,Indiana,H,21.4,3,7,0,2,4,5,0,1,1,7,1,1,2,0,10
2016-2017 Regular Season,11.07.16,Spencer Hawes,PF,Charlotte,Indiana,H,21.5,6,11,1,3,0,0,2,11,13,1,2,2,1,0,13
2016-2017 Regular Season,11.07.16,Treveon Graham,SG,Charlotte,Indiana,H,14.2,1,2,1,2,0,0,0,2,2,0,5,0,0,0,3
2016-2017 Regular Season,11.07.16,Brian Roberts,PG,Charlotte,Indiana,H,4.4,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2
2016-2017 Regular Season,11.07.16,Aaron Harrison,SG,Charlotte,Indiana,H,3.3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
2016-2017 Regular Season,11.07.16,Christian Wood,PF,Charlotte,Indiana,H,3.3,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0
2016-2017 Regular Season,11.07.16,Aaron Gordon,SF,Orlando,Chicago,R,30.4,6,15,1,4,2,2,1,3,4,4,2,1,1,1,15
2016-2017 Regular Season,11.07.16,Serge Ibaka,PF,Orlando,Chicago,R,25.5,3,6,1,2,0,0,0,7,7,3,3,1,2,1,7
2016-2017 Regular Season,11.07.16,Nikola Vucevic,C,Orlando,Chicago,R,22.9,5,8,0,0,1,2,0,6,6,5,2,1,0,0,11
2016-2017 Regular Season,11.07.16,Evan Fournier,SG,Orlando,Chicago,R,29.8,6,12,1,5,0,0,1,1,2,1,2,1,3,0,13
2016-2017 Regular Season,11.07.16,Elfrid Payton,PG,Orlando,Chicago,R,18.5,2,3,0,0,0,0,0,0,0,6,3,1,3,1,4
2016-2017 Regular Season,11.07.16,Jeff Green,SF,Orlando,Chicago,R,14.6,2,6,1,3,0,0,2,2,4,1,2,0,0,0,5
2016-2017 Regular Season,11.07.16,D.J. Augustin,PG,Orlando,Chicago,R,22.6,2,10,2,7,0,0,0,0,0,2,1,0,0,0,6
2016-2017 Regular Season,11.07.16,Bismack Biyombo,C,Orlando,Chicago,R,18.8,1,5,0,0,0,0,2,5,7,1,2,0,1,2,2
2016-2017 Regular Season,11.07.16,Mario Hezonja,SF,Orlando,Chicago,R,21.4,4,13,1,6,0,0,0,3,3,2,3,0,2,1,9
2016-2017 Regular Season,11.07.16,Damjan Rudez,SF,Orlando,Chicago,R,9.7,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0
2016-2017 Regular Season,11.07.16,C.J. Watson,PG,Orlando,Chicago,R,9.7,1,3,1,1,0,0,0,3,3,1,1,0,0,0,3
2016-2017 Regular Season,11.07.16,CJ Wilcox,SG,Orlando,Chicago,R,9.7,1,2,1,2,2,2,0,1,1,1,0,0,1,0,5
2016-2017 Regular Season,11.07.16,Arinze Onuaku,C,Orlando,Chicago,R,6.3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
2016-2017 Regular Season,11.07.16,Jimmy Butler,SF,Chicago,Orlando,H,30.7,5,13,0,2,10,10,2,3,5,7,0,4,3,0,20
2016-2017 Regular Season,11.07.16,Taj Gibson,PF,Chicago,Orlando,H,27.5,7,13,0,0,2,2,2,9,11,3,2,0,0,0,16
2016-2017 Regular Season,11.07.16,Robin Lopez,C,Chicago,Orlando,H,24.4,4,7,0,0,0,0,3,4,7,0,2,0,0,1,8
2016-2017 Regular Season,11.07.16,Dwyane Wade,SG,Chicago,Orlando,H,25,7,12,0,2,2,2,1,2,3,4,3,2,1,2,16
2016-2017 Regular Season,11.07.16,Rajon Rondo,PG,Chicago,Orlando,H,21.7,3,7,0,0,3,6,1,2,3,6,1,1,1,1,9
2016-2017 Regular Season,11.07.16,Isaiah Canaan,SG,Chicago,Orlando,H,20.8,3,6,1,3,3,4,0,4,4,0,1,0,0,0,10
2016-2017 Regular Season,11.07.16,Doug McDermott,SF,Chicago,Orlando,H,25.1,5,8,0,2,1,1,0,4,4,1,0,0,0,0,11
2016-2017 Regular Season,11.07.16,Nikola Mirotic,PF,Chicago,Orlando,H,20.7,2,9,1,6,1,2,1,3,4,0,0,0,1,0,6
2016-2017 Regular Season,11.07.16,Bobby Portis,PF,Chicago,Orlando,H,17.2,3,4,0,0,3,4,3,3,6,2,0,0,1,0,9
2016-2017 Regular Season,11.07.16,Jerian Grant,PG,Chicago,Orlando,H,8.1,1,6,0,2,0,0,1,2,3,2,1,0,0,0,2
2016-2017 Regular Season,11.07.16,Cristiano Felicio,C,Chicago,Orlando,H,6.3,1,1,0,0,0,0,1,2,3,0,0,0,0,0,2
2016-2017 Regular Season,11.07.16,Denzel Valentine,SG,Chicago,Orlando,H,6.3,1,2,1,1,0,0,0,1,1,0,0,0,0,0,3
2016-2017 Regular Season,11.07.16,Paul Zipser,SF,Chicago,Orlando,H,6.3,0,1,0,1,0,0,0,2,2,1,1,0,1,0,0
2016-2017 Regular Season,11.07.16,Justise Winslow,SF,Miami,Oklahoma City,R,32.1,2,13,0,2,2,2,1,2,3,0,2,2,0,0,6
2016-2017 Regular Season,11.07.16,Luke Babbitt,SF,Miami,Oklahoma City,R,23.4,4,8,1,4,2,2,2,2,4,0,0,1,1,0,11
2016-2017 Regular Season,11.07.16,Hassan Whiteside,C,Miami,Oklahoma City,R,30.6,2,8,0,0,1,2,1,11,12,0,2,0,2,2,5
2016-2017 Regular Season,11.07.16,Dion Waiters,SG,Miami,Oklahoma City,R,26.9,1,9,0,1,0,0,0,1,1,4,0,1,1,0,2
2016-2017 Regular Season,11.07.16,Goran Dragic,PG,Miami,Oklahoma City,R,24.7,5,12,0,1,1,1,0,1,1,4,2,0,2,0,11
2016-2017 Regular Season,11.07.16,Tyler Johnson,SG,Miami,Oklahoma City,R,27.4,4,9,0,1,2,2,1,3,4,1,1,3,1,1,10
2016-2017 Regular Season,11.07.16,James Johnson,PF,Miami,Oklahoma City,R,24.6,5,12,1,3,7,7,2,4,6,1,4,1,3,2,18
2016-2017 Regular Season,11.07.16,Willie Reed,PF,Miami,Oklahoma City,R,17.4,4,4,0,0,3,4,3,1,4,1,2,0,1,2,11
2016-2017 Regular Season,11.07.16,Josh Richardson,SG,Miami,Oklahoma City,R,25.3,3,8,1,4,0,0,2,2,4,0,3,0,1,0,7
2016-2017 Regular Season,11.07.16,Rodney McGruder,SG,Miami,Oklahoma City,R,4.4,1,1,1,1,1,2,0,1,1,1,0,0,0,0,4
2016-2017 Regular Season,11.07.16,Derrick Williams,SF,Miami,Oklahoma City,R,3.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Regular Season,11.07.16,Andre Roberson,SF,Oklahoma City,Miami,H,30.5,2,4,0,0,1,2,1,4,5,2,0,3,1,0,5
2016-2017 Regular Season,11.07.16,Domantas Sabonis,PF,Oklahoma City,Miami,H,30.3,5,13,4,7,1,2,0,10,10,1,4,0,1,0,15
2016-2017 Regular Season,11.07.16,Steven Adams,C,Oklahoma City,Miami,H,29.3,3,5,0,0,0,0,0,6,6,0,3,3,2,2,6
2016-2017 Regular Season,11.07.16,Victor Oladipo,SG,Oklahoma City,Miami,H,33.4,6,9,1,2,4,4,0,2,2,2,1,0,1,0,17
2016-2017 Regular Season,11.07.16,Russell Westbrook,PG,Oklahoma City,Miami,H,26.7,5,16,1,6,3,3,2,3,5,11,2,0,5,0,14
2016-2017 Regular Season,11.07.16,Enes Kanter,C,Oklahoma City,Miami,H,20.8,10,12,0,0,4,4,4,6,10,1,2,0,2,1,24
2016-2017 Regular Season,11.07.16,Joffrey Lauvergne,C,Oklahoma City,Miami,H,15.7,2,9,1,4,0,0,1,1,2,0,2,1,1,1,5
2016-2017 Regular Season,11.07.16,Alex Abrines,SG,Oklahoma City,Miami,H,17,2,9,1,7,0,0,1,1,2,0,2,1,2,0,5
2016-2017 Regular Season,11.07.16,Jerami Grant,SF,Oklahoma City,Miami,H,15.2,1,4,1,2,1,2,0,1,1,1,2,0,0,1,4
2016-2017 Regular Season,11.07.16,Semaj Christon,PG,Oklahoma City,Miami,H,21.4,1,4,0,0,0,0,1,3,4,6,0,0,1,0,2
2016-2017 Regular Season,11.07.16,Tobias Harris,PF,Detroit,LA Clippers,R,29.9,5,13,0,3,2,2,0,3,3,0,1,0,1,0,12
2016-2017 Regular Season,11.07.16,Marcus Morris,SF,Detroit,LA Clippers,R,25.6,5,9,0,1,0,0,1,1,2,1,1,0,2,1,10
2016-2017 Regular Season,11.07.16,Andre Drummond,C,Detroit,LA Clippers,R,24.9,6,10,0,0,3,5,4,8,12,0,3,2,3,1,15
2016-2017 Regular Season,11.07.16,Kentavious Caldwell-Pope,SG,Detroit,LA Clippers,R,23.1,0,6,0,0,1,3,0,1,1,0,2,0,0,0,1
2016-2017 Regular Season,11.07.16,Ish Smith,PG,Detroit,LA Clippers,R,23.7,1,9,0,0,0,0,0,1,1,3,3,0,2,0,2
2016-2017 Regular Season,11.07.16,Jon Leuer,PF,Detroit,LA Clippers,R,28.5,6,10,1,3,1,2,2,4,6,3,3,0,2,0,14
2016-2017 Regular Season,11.07.16,Aron Baynes,C,Detroit,LA Clippers,R,14.7,1,4,0,0,0,1,0,4,4,0,2,1,1,0,2
2016-2017 Regular Season,11.07.16,Beno Udrih,PG,Detroit,LA Clippers,R,24.4,1,8,1,1,2,2,1,1,2,2,2,1,0,0,5
2016-2017 Regular Season,11.07.16,Stanley Johnson,SF,Detroit,LA Clippers,R,25,4,7,2,3,1,2,1,3,4,3,1,1,0,0,11
2016-2017 Regular Season,11.07.16,Darrun Hilliard,SG,Detroit,LA Clippers,R,12,0,2,0,1,3,4,0,2,2,2,0,0,0,0,3
2016-2017 Regular Season,11.07.16,Boban Marjanovic,C,Detroit,LA Clippers,R,8.4,1,4,0,0,5,5,2,0,2,0,1,0,0,0,7
2016-2017 Regular Season,11.07.16,Luc Mbah a Moute,PF,LA Clippers,Detroit,H,24.7,2,3,0,0,0,0,0,2,2,0,1,2,1,1,4
2016-2017 Regular Season,11.07.16,Blake Griffin,PF,LA Clippers,Detroit,H,27.9,5,11,0,1,3,4,1,9,10,9,2,0,1,0,13
2016-2017 Regular Season,11.07.16,DeAndre Jordan,C,LA Clippers,Detroit,H,27,4,5,0,0,0,0,0,10,10,1,1,0,4,1,8
2016-2017 Regular Season,11.07.16,JJ Redick,SG,LA Clippers,Detroit,H,24.5,6,9,3,4,5,5,0,1,1,0,0,0,0,0,20
2016-2017 Regular Season,11.07.16,Chris Paul,PG,LA Clippers,Detroit,H,24.6,8,10,5,5,3,4,0,6,6,8,1,2,0,1,24
2016-2017 Regular Season,11.07.16,Austin Rivers,SG,LA Clippers,Detroit,H,23.4,5,10,1,3,0,0,0,2,2,4,1,0,1,0,11
2016-2017 Regular Season,11.07.16,Jamal Crawford,SG,LA Clippers,Detroit,H,19,1,4,1,3,0,0,0,1,1,1,1,2,0,0,3
2016-2017 Regular Season,11.07.16,Raymond Felton,PG,LA Clippers,Detroit,H,23.3,3,5,1,1,3,4,0,4,4,3,4,2,2,2,10
2016-2017 Regular Season,11.07.16,Marreese Speights,C,LA Clippers,Detroit,H,18.6,1,6,0,3,5,5,0,4,4,1,6,0,0,0,7
2016-2017 Regular Season,11.07.16,Wesley Johnson,SF,LA Clippers,Detroit,H,18.3,3,8,2,5,0,0,1,4,5,0,2,0,1,1,8
2016-2017 Regular Season,11.07.16,Brandon Bass,PF,LA Clippers,Detroit,H,8.9,3,5,0,0,0,0,0,1,1,1,1,0,0,1,6
2016-2017 Regular Season,11.07.16,Solomon Hill,SF,New Orleans,Golden State,R,32,0,4,0,1,2,2,0,5,5,4,1,3,2,0,2
2016-2017 Regular Season,11.07.16,Anthony Davis,PF,New Orleans,Golden State,R,35,11,18,1,2,10,13,1,12,13,1,1,0,3,0,33
2016-2017 Regular Season,11.07.16,Omer Asik,C,New Orleans,Golden State,R,14.3,3,6,0,0,2,3,3,3,6,0,0,0,0,0,8
2016-2017 Regular Season,11.07.16,E'Twaun Moore,SG,New Orleans,Golden State,R,31.3,6,11,1,3,2,2,1,2,3,5,2,0,3,0,15
2016-2017 Regular Season,11.07.16,Tim Frazier,PG,New Orleans,Golden State,R,32.2,5,11,1,3,2,2,2,2,4,10,4,2,4,0,13
2016-2017 Regular Season,11.07.16,Buddy Hield,SG,New Orleans,Golden State,R,27.8,4,10,1,5,0,0,2,4,6,1,3,0,1,0,9
2016-2017 Regular Season,11.07.16,Terrence Jones,PF,New Orleans,Golden State,R,14.9,2,5,0,2,0,0,0,1,1,0,2,1,3,0,4
2016-2017 Regular Season,11.07.16,Dante Cunningham,SF,New Orleans,Golden State,R,25.8,3,5,2,3,0,0,1,0,1,1,3,0,1,1,8
2016-2017 Regular Season,11.07.16,Langston Galloway,PG,New Orleans,Golden State,R,20.7,3,8,1,2,2,3,1,1,2,4,0,2,1,0,9
2016-2017 Regular Season,11.07.16,Alexis Ajinca,C,New Orleans,Golden State,R,6.1,2,2,0,0,1,2,0,2,2,0,0,0,1,0,5
2016-2017 Regular Season,11.07.16,Kevin Durant,SF,Golden State,New Orleans,H,36.9,8,17,1,4,5,6,1,2,3,5,0,1,4,1,22
2016-2017 Regular Season,11.07.16,Draymond Green,PF,Golden State,New Orleans,H,34.7,2,7,0,1,0,0,2,10,12,11,3,2,2,2,4
2016-2017 Regular Season,11.07.16,Zaza Pachulia,C,Golden State,New Orleans,H,11.2,1,2,0,0,0,0,0,1,1,1,2,0,1,0,2
2016-2017 Regular Season,11.07.16,Klay Thompson,SG,Golden State,New Orleans,H,38,11,20,2,7,0,0,0,4,4,1,2,3,1,0,24
2016-2017 Regular Season,11.07.16,Stephen Curry,PG,Golden State,New Orleans,H,35.7,16,26,13,17,1,2,3,2,5,5,2,2,4,0,46
2016-2017 Regular Season,11.07.16,Kevon Looney,PF,Golden State,New Orleans,H,8.6,1,2,0,0,0,0,0,0,0,0,4,0,0,0,2
2016-2017 Regular Season,11.07.16,Andre Iguodala,SF,Golden State,New Orleans,H,31.1,0,4,0,4,2,2,0,4,4,8,1,3,1,0,2
2016-2017 Regular Season,11.07.16,Ian Clark,SG,Golden State,New Orleans,H,12.7,1,3,0,2,0,0,0,2,2,2,0,0,1,1,2
2016-2017 Regular Season,11.07.16,Shaun Livingston,PG,Golden State,New Orleans,H,17.1,2,4,0,0,0,0,1,2,3,0,2,0,0,0,4
2016-2017 Regular Season,11.07.16,David West,PF,Golden State,New Orleans,H,14.1,3,5,0,0,2,2,3,1,4,2,1,3,1,0,8
2016-2017 Regular Season,11.08.16,Thabo Sefolosha,SF,Atlanta,Cleveland,R,35.4,2,6,1,3,0,0,2,3,5,1,3,1,1,0,5
2016-2017 Regular Season,11.08.16,Paul Millsap,PF,Atlanta,Cleveland,R,35.8,7,16,2,4,5,6,1,4,5,1,5,0,3,0,21
2016-2017 Regular Season,11.08.16,Dwight Howard,C,Atlanta,Cleveland,R,27,3,5,0,0,1,4,2,15,17,2,4,0,3,3,7
2016-2017 Regular Season,11.08.16,Kent Bazemore,SF,Atlanta,Cleveland,R,32.6,8,13,4,6,5,7,1,5,6,3,2,0,1,0,25
2016-2017 Regular Season,11.08.16,Dennis Schroder,PG,Atlanta,Cleveland,R,32.2,10,16,3,6,5,5,1,1,2,6,3,0,4,0,28
2016-2017 Regular Season,11.08.16,Mike Muscala,C,Atlanta,Cleveland,R,22,5,8,0,2,0,0,3,0,3,2,0,0,2,1,10
2016-2017 Regular Season,11.08.16,Tim Hardaway Jr.,SG,Atlanta,Cleveland,R,28.8,3,11,1,7,1,2,1,1,2,2,0,0,1,0,8
2016-2017 Regular Season,11.08.16,Kris Humphries,PF,Atlanta,Cleveland,R,3.8,0,1,0,1,0,0,0,2,2,1,1,0,0,0,0
2016-2017 Regular Season,11.08.16,Malcolm Delaney,PG,Atlanta,Cleveland,R,13.9,2,3,0,0,0,0,0,4,4,4,2,0,3,0,4
2016-2017 Regular Season,11.08.16,Taurean Prince,SF,Atlanta,Cleveland,R,8.6,1,2,0,0,0,0,0,4,4,0,1,0,1,0,2
2016-2017 Regular Season,11.08.16,LeBron James,SF,Cleveland,Atlanta,H,36.9,8,17,2,5,5,5,2,7,9,5,3,3,1,0,23
2016-2017 Regular Season,11.08.16,Kevin Love,PF,Cleveland,Atlanta,H,38.2,7,17,0,4,10,11,6,6,12,3,4,3,2,0,24
2016-2017 Regular Season,11.08.16,Tristan Thompson,C,Cleveland,Atlanta,H,25,0,0,0,0,0,2,0,2,2,0,3,1,0,0,0
2016-2017 Regular Season,11.08.16,JR Smith,SG,Cleveland,Atlanta,H,31.5,2,13,2,10,0,0,1,1,2,3,1,2,1,0,6
2016-2017 Regular Season,11.08.16,Kyrie Irving,PG,Cleveland,Atlanta,H,39.5,11,27,1,7,6,7,0,1,1,4,3,0,0,1,29
2016-2017 Regular Season,11.08.16,Channing Frye,C,Cleveland,Atlanta,H,26.9,5,15,3,8,0,0,2,5,7,1,0,0,0,0,13
2016-2017 Regular Season,11.08.16,Mike Dunleavy,SF,Cleveland,Atlanta,H,13.5,1,4,1,4,0,0,0,1,1,1,2,1,0,0,3
2016-2017 Regular Season,11.08.16,Richard Jefferson,SF,Cleveland,Atlanta,H,6.9,1,2,1,2,0,0,0,0,0,0,2,0,0,0,3
2016-2017 Regular Season,11.08.16,Iman Shumpert,SG,Cleveland,Atlanta,H,21.8,2,4,1,2,0,0,2,3,5,4,2,2,2,0,5
2016-2017 Regular Season,11.08.16,Andrew Wiggins,SF,Minnesota,Brooklyn,R,40.8,13,29,6,7,4,8,5,3,8,2,2,1,4,0,36
2016-2017 Regular Season,11.08.16,Gorgui Dieng,PF,Minnesota,Brooklyn,R,19.3,3,4,0,0,2,4,0,2,2,3,4,1,1,1,8
2016-2017 Regular Season,11.08.16,Karl-Anthony Towns,C,Minnesota,Brooklyn,R,32,8,15,1,4,4,4,4,3,7,4,5,0,3,1,21
2016-2017 Regular Season,11.08.16,Zach LaVine,SG,Minnesota,Brooklyn,R,39.8,5,16,1,5,6,6,0,2,2,1,0,0,1,0,17
2016-2017 Regular Season,11.08.16,Kris Dunn,PG,Minnesota,Brooklyn,R,15.7,0,1,0,1,0,0,0,3,3,2,2,1,1,0,0
2016-2017 Regular Season,11.08.16,Tyus Jones,PG,Minnesota,Brooklyn,R,32.3,4,7,2,4,2,3,1,4,5,7,0,5,3,0,12
2016-2017 Regular Season,11.08.16,Shabazz Muhammad,SF,Minnesota,Brooklyn,R,24.4,3,12,1,4,0,0,2,2,4,0,3,0,1,0,7
2016-2017 Regular Season,11.08.16,Cole Aldrich,C,Minnesota,Brooklyn,R,23.4,1,3,0,0,2,2,2,3,5,1,3,2,1,0,4
2016-2017 Regular Season,11.08.16,Nemanja Bjelica,PF,Minnesota,Brooklyn,R,12.3,2,5,1,3,0,1,1,4,5,0,2,1,1,1,5
2016-2017 Regular Season,11.08.16,Rondae Hollis-Jefferson,SF,Brooklyn,Minnesota,H,26.9,3,4,1,1,6,6,0,4,4,2,3,0,2,0,13
2016-2017 Regular Season,11.08.16,Trevor Booker,PF,Brooklyn,Minnesota,H,27.3,7,13,0,1,1,3,0,9,9,1,3,3,1,1,15
2016-2017 Regular Season,11.08.16,Brook Lopez,C,Brooklyn,Minnesota,H,27.6,10,16,3,7,3,3,0,3,3,1,2,0,5,3,26
2016-2017 Regular Season,11.08.16,Bojan Bogdanovic,SF,Brooklyn,Minnesota,H,27.3,3,9,3,8,4,4,0,1,1,2,0,1,0,0,13
2016-2017 Regular Season,11.08.16,Isaiah Whitehead,PG,Brooklyn,Minnesota,H,25.5,2,5,0,1,2,2,2,5,7,7,1,0,2,1,6
2016-2017 Regular Season,11.08.16,Justin Hamilton,C,Brooklyn,Minnesota,H,23.6,3,4,3,4,0,0,0,6,6,0,3,0,2,0,9
2016-2017 Regular Season,11.08.16,Sean Kilpatrick,SG,Brooklyn,Minnesota,H,27.8,4,7,0,2,6,6,0,5,5,3,2,1,6,0,14
2016-2017 Regular Season,11.08.16,Joe Harris,SG,Brooklyn,Minnesota,H,22.8,5,9,1,5,0,0,0,1,1,1,2,0,0,0,11
2016-2017 Regular Season,11.08.16,Luis Scola,PF,Brooklyn,Minnesota,H,16.9,4,6,0,1,1,2,3,3,6,2,3,0,1,0,9
2016-2017 Regular Season,11.08.16,Randy Foye,SG,Brooklyn,Minnesota,H,14.2,1,3,1,3,0,0,0,1,1,1,0,0,1,0,3
2016-2017 Regular Season,11.08.16,Danilo Gallinari,SF,Denver,Memphis,R,38.3,5,11,3,5,8,9,1,6,7,2,0,2,2,1,21
2016-2017 Regular Season,11.08.16,Nikola Jokic,PF,Denver,Memphis,R,28.4,4,10,1,3,3,4,1,4,5,2,4,2,0,0,12
2016-2017 Regular Season,11.08.16,Jusuf Nurkic,C,Denver,Memphis,R,28.8,5,7,0,0,1,1,1,6,7,3,5,0,6,1,11
2016-2017 Regular Season,11.08.16,Gary Harris,SG,Denver,Memphis,R,30.3,5,13,2,6,3,4,1,2,3,3,3,1,3,0,15
2016-2017 Regular Season,11.08.16,Emmanuel Mudiay,PG,Denver,Memphis,R,35.8,7,13,1,3,8,10,0,4,4,7,4,0,7,0,23
2016-2017 Regular Season,11.08.16,Kenneth Faried,PF,Denver,Memphis,R,28,2,4,0,1,1,2,2,9,11,1,2,0,0,1,5
2016-2017 Regular Season,11.08.16,Jameer Nelson,PG,Denver,Memphis,R,22.8,3,5,1,2,2,2,0,1,1,4,1,0,3,0,9
2016-2017 Regular Season,11.08.16,Jamal Murray,SG,Denver,Memphis,R,17.3,4,7,2,4,0,0,0,0,0,1,2,0,0,0,10
2016-2017 Regular Season,11.08.16,Juan Hernangomez,PF,Denver,Memphis,R,9.6,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
2016-2017 Regular Season,11.08.16,Jarnell Stokes,PF,Denver,Memphis,R,0.8,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1
2016-2017 Regular Season,11.08.16,Mike Miller,SF,Denver,Memphis,R,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-2017 Regular Season,11.08.16,Chandler Parsons,SF,Memphis,Denver,H,21,4,8,0,3,1,1,0,3,3,2,2,1,2,0,9
2016-2017 Regular Season,11.08.16,JaMychal Green,PF,Memphis,Denver,H,25.9,3,7,0,1,0,0,1,3,4,1,5,0,2,0,6
2016-2017 Regular Season,11.08.16,Marc Gasol,C,Memphis,Denver,H,30.3,9,14,0,1,1,3,0,2,2,6,1,0,1,1,19
2016-2017 Regular Season,11.08.16,James Ennis III,SF,Memphis,Denver,H,32.1,2,4,1,3,4,4,2,1,3,2,5,4,2,0,9
2016-2017 Regular Season,11.08.16,Mike Conley,PG,Memphis,Denver,H,30.1,4,15,0,3,2,4,0,3,3,7,1,5,3,0,10
2016-2017 Regular Season,11.08.16,Vince Carter,SG,Memphis,Denver,H,31,8,13,3,7,1,2,0,3,3,5,3,0,0,2,20
2016-2017 Regular Season,11.08.16,Jarell Martin,PF,Memphis,Denver,H,17.2,3,4,1,1,2,2,1,2,3,0,5,0,0,1,9
2016-2017 Regular Season,11.08.16,Zach Randolph,PF,Memphis,Denver,H,22.6,8,13,0,0,0,1,4,4,8,0,2,0,1,0,16
2016-2017 Regular Season,11.08.16,Andrew Harrison,SG,Memphis,Denver,H,25.8,3,6,2,4,2,2,0,3,3,6,5,4,3,1,10
2016-2017 Regular Season,11.08.16,Troy Williams,SF,Memphis,Denver,H,4.1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Regular Season,11.08.16,TJ Warren,SF,Phoenix,Portland,R,31.2,6,12,0,1,0,2,3,0,3,0,3,1,2,0,12
2016-2017 Regular Season,11.08.16,Marquese Chriss,PF,Phoenix,Portland,R,20.4,3,7,0,1,1,2,2,2,4,0,4,0,1,1,7
2016-2017 Regular Season,11.08.16,Alex Len,C,Phoenix,Portland,R,16.6,1,5,0,0,2,2,4,5,9,0,1,0,0,0,4
2016-2017 Regular Season,11.08.16,Devin Booker,SG,Phoenix,Portland,R,31.2,8,18,2,6,5,5,0,0,0,0,3,1,2,0,23
2016-2017 Regular Season,11.08.16,Eric Bledsoe,PG,Phoenix,Portland,R,31.1,9,13,2,3,11,12,0,4,4,4,3,0,2,0,31
2016-2017 Regular Season,11.08.16,Jared Dudley,PF,Phoenix,Portland,R,22.4,1,2,0,1,0,0,0,4,4,0,3,1,2,0,2
2016-2017 Regular Season,11.08.16,Brandon Knight,SG,Phoenix,Portland,R,19.2,5,10,1,3,0,0,0,4,4,6,2,1,5,0,11
2016-2017 Regular Season,11.08.16,PJ Tucker,SF,Phoenix,Portland,R,30.5,3,5,0,0,5,6,5,4,9,4,5,5,0,0,11
2016-2017 Regular Season,11.08.16,Leandro Barbosa,SG,Phoenix,Portland,R,14.6,3,5,0,2,4,4,0,2,2,3,1,1,0,0,10
2016-2017 Regular Season,11.08.16,Dragan Bender,PF,Phoenix,Portland,R,23,4,9,2,4,0,0,1,1,2,1,2,0,2,1,10
2016-2017 Regular Season,11.08.16,Maurice Harkless,SF,Portland,Phoenix,H,33.5,8,11,2,5,2,2,1,5,6,1,3,1,3,1,20
2016-2017 Regular Season,11.08.16,Al-Farouq Aminu,SF,Portland,Phoenix,H,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-2017 Regular Season,11.08.16,Mason Plumlee,C,Portland,Phoenix,H,31.4,5,6,0,0,0,2,0,5,5,5,2,0,0,1,10
2016-2017 Regular Season,11.08.16,CJ McCollum,SG,Portland,Phoenix,H,37.5,11,18,4,6,7,8,0,6,6,7,2,2,3,1,33
2016-2017 Regular Season,11.08.16,Damian Lillard,PG,Portland,Phoenix,H,37.1,12,23,3,8,11,12,2,3,5,3,4,0,4,0,38
2016-2017 Regular Season,11.08.16,Evan Turner,SG,Portland,Phoenix,H,23.2,1,3,1,2,0,0,0,2,2,3,1,0,2,0,3
2016-2017 Regular Season,11.08.16,Noah Vonleh,PF,Portland,Phoenix,H,14.5,2,8,1,4,0,0,3,5,8,0,2,1,2,1,5
2016-2017 Regular Season,11.08.16,Allen Crabbe,SG,Portland,Phoenix,H,31.6,2,6,1,3,0,1,0,1,1,1,5,0,1,0,5
2016-2017 Regular Season,11.08.16,Ed Davis,PF,Portland,Phoenix,H,16.6,1,2,0,0,0,1,1,1,2,0,5,0,3,0,2
2016-2017 Regular Season,11.08.16,Shabazz Napier,PG,Portland,Phoenix,H,10.5,2,3,2,3,0,2,0,0,0,2,3,1,2,0,6
2016-2017 Regular Season,11.08.16,Dorian Finney-Smith,PF,Dallas,LA Lakers,R,19.7,2,2,1,1,0,0,0,3,3,1,1,0,0,0,5
