DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2016-2017 Regular Season,01.06.17,Kevin Durant,SF,Golden State,Memphis,H,42.5,7,17,0,5,13,18,2,11,13,4,1,0,4,3,27
2016-2017 Regular Season,01.06.17,Draymond Green,PF,Golden State,Memphis,H,40.1,3,6,1,3,4,5,0,8,8,4,6,3,4,0,11
2016-2017 Regular Season,01.06.17,Zaza Pachulia,C,Golden State,Memphis,H,30.1,3,4,0,0,4,4,0,5,5,2,3,0,0,0,10
2016-2017 Regular Season,01.06.17,Klay Thompson,SG,Golden State,Memphis,H,41.7,7,17,2,6,1,3,3,3,6,2,1,0,0,0,17
2016-2017 Regular Season,01.06.17,Stephen Curry,PG,Golden State,Memphis,H,42.2,15,27,5,13,5,5,0,3,3,6,2,1,4,1,40
2016-2017 Regular Season,01.06.17,Andre Iguodala,SF,Golden State,Memphis,H,26.7,1,3,0,1,0,0,2,1,3,0,2,0,0,0,2
2016-2017 Regular Season,01.06.17,JaVale McGee,C,Golden State,Memphis,H,5.5,2,2,0,0,0,0,0,0,0,0,1,0,1,0,4
2016-2017 Regular Season,01.06.17,Patrick McCaw,SG,Golden State,Memphis,H,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-2017 Regular Season,01.06.17,David West,PF,Golden State,Memphis,H,11.3,0,1,0,0,1,2,0,4,4,3,2,2,0,1,1
2016-2017 Regular Season,01.06.17,Shaun Livingston,PG,Golden State,Memphis,H,15.6,3,4,0,0,1,2,0,2,2,2,2,1,3,0,7
2016-2017 Regular Season,01.06.17,Ian Clark,SG,Golden State,Memphis,H,6.2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.06.17,Austin Rivers,SG,LA Clippers,Sacramento,R,35.9,9,15,4,7,2,3,2,4,6,2,2,0,3,0,24
2016-2017 Regular Season,01.06.17,Luc Mbah a Moute,PF,LA Clippers,Sacramento,R,23.2,3,8,0,0,0,0,1,1,2,0,0,1,0,0,6
2016-2017 Regular Season,01.06.17,DeAndre Jordan,C,LA Clippers,Sacramento,R,36.6,9,10,0,0,2,3,1,8,9,2,2,1,0,1,20
2016-2017 Regular Season,01.06.17,JJ Redick,SG,LA Clippers,Sacramento,R,32.2,6,13,5,9,2,3,0,4,4,1,2,0,1,0,19
2016-2017 Regular Season,01.06.17,Chris Paul,PG,LA Clippers,Sacramento,R,31.4,3,5,1,2,7,8,0,6,6,12,2,3,3,0,14
2016-2017 Regular Season,01.06.17,Raymond Felton,PG,LA Clippers,Sacramento,R,20.6,2,6,1,1,0,0,0,3,3,2,1,0,0,1,5
2016-2017 Regular Season,01.06.17,Jamal Crawford,SG,LA Clippers,Sacramento,R,32,4,13,1,5,0,2,0,0,0,8,1,1,1,1,9
2016-2017 Regular Season,01.06.17,Wesley Johnson,SF,LA Clippers,Sacramento,R,16.7,1,3,0,2,0,0,0,4,4,0,1,0,0,2,2
2016-2017 Regular Season,01.06.17,Marreese Speights,C,LA Clippers,Sacramento,R,11.5,2,11,1,5,2,2,4,7,11,1,2,0,0,0,7
2016-2017 Regular Season,01.06.17,Matt Barnes,SF,Sacramento,LA Clippers,H,24,1,6,1,2,1,2,1,5,6,6,3,0,0,0,4
2016-2017 Regular Season,01.06.17,Rudy Gay,SF,Sacramento,LA Clippers,H,33.3,7,17,1,6,3,3,1,6,7,1,0,0,0,0,18
2016-2017 Regular Season,01.06.17,DeMarcus Cousins,C,Sacramento,LA Clippers,H,35.6,9,19,3,8,4,6,2,9,11,7,3,3,4,2,25
2016-2017 Regular Season,01.06.17,Darren Collison,PG,Sacramento,LA Clippers,H,34.9,7,13,3,6,3,3,1,4,5,2,2,0,0,0,20
2016-2017 Regular Season,01.06.17,Ty Lawson,PG,Sacramento,LA Clippers,H,36.9,6,12,0,3,5,6,0,4,4,6,1,1,2,0,17
2016-2017 Regular Season,01.06.17,Garrett Temple,SG,Sacramento,LA Clippers,H,32.9,2,7,1,2,0,0,5,4,9,1,5,0,0,0,5
2016-2017 Regular Season,01.06.17,Arron Afflalo,SG,Sacramento,LA Clippers,H,22.5,1,6,0,1,0,0,1,1,2,0,0,0,0,0,2
2016-2017 Regular Season,01.06.17,Kosta Koufos,C,Sacramento,LA Clippers,H,12.4,3,4,0,0,1,2,1,2,3,0,3,0,0,1,7
2016-2017 Regular Season,01.06.17,Anthony Tolliver,PF,Sacramento,LA Clippers,H,7.6,0,3,0,2,0,0,0,3,3,0,1,0,0,0,0
2016-2017 Regular Season,01.07.17,Carmelo Anthony,SF,New York,Indiana,R,26.9,6,14,1,4,4,5,0,2,2,5,3,0,0,0,17
2016-2017 Regular Season,01.07.17,Kristaps Porzingis,PF,New York,Indiana,R,34,5,11,4,6,2,2,1,3,4,3,4,1,5,4,16
2016-2017 Regular Season,01.07.17,Joakim Noah,C,New York,Indiana,R,21.5,2,4,0,0,0,2,2,4,6,3,2,1,2,0,4
2016-2017 Regular Season,01.07.17,Courtney Lee,SG,New York,Indiana,R,27.7,3,9,1,3,2,2,0,4,4,1,1,2,1,0,9
2016-2017 Regular Season,01.07.17,Derrick Rose,PG,New York,Indiana,R,25.9,6,12,0,2,2,2,0,2,2,3,2,2,2,0,14
2016-2017 Regular Season,01.07.17,Kyle O'Quinn,PF,New York,Indiana,R,11.1,2,2,0,0,1,1,0,1,1,0,2,1,2,1,5
2016-2017 Regular Season,01.07.17,Lance Thomas,PF,New York,Indiana,R,16.1,1,3,1,2,0,0,1,0,1,2,1,0,0,0,3
2016-2017 Regular Season,01.07.17,Willy Hernangomez,C,New York,Indiana,R,18.5,3,9,1,3,1,1,0,4,4,0,0,0,1,2,8
2016-2017 Regular Season,01.07.17,Brandon Jennings,PG,New York,Indiana,R,23.5,6,11,3,5,2,5,1,2,3,4,1,0,2,0,17
2016-2017 Regular Season,01.07.17,Justin Holiday,SG,New York,Indiana,R,8.2,1,3,0,1,0,0,0,0,0,0,2,1,1,0,2
2016-2017 Regular Season,01.07.17,Mindaugas Kuzminskas,SF,New York,Indiana,R,14.6,5,8,1,4,2,2,1,2,3,2,3,0,1,0,13
2016-2017 Regular Season,01.07.17,Ron Baker,SG,New York,Indiana,R,12,0,1,0,1,1,2,0,2,2,2,3,1,0,0,1
2016-2017 Regular Season,01.07.17,Paul George,SF,Indiana,New York,H,28.3,7,16,1,4,4,4,0,3,3,4,3,2,4,0,19
2016-2017 Regular Season,01.07.17,Thaddeus Young,PF,Indiana,New York,H,28.5,6,8,2,2,2,4,1,8,9,2,2,6,2,0,16
2016-2017 Regular Season,01.07.17,Myles Turner,C,Indiana,New York,H,31.6,6,13,0,1,1,1,3,7,10,2,4,0,2,0,13
2016-2017 Regular Season,01.07.17,Glenn Robinson III,SG,Indiana,New York,H,27.5,3,7,2,4,0,0,0,6,6,0,2,0,1,0,8
2016-2017 Regular Season,01.07.17,Jeff Teague,PG,Indiana,New York,H,31,4,7,2,3,9,9,1,3,4,8,3,0,3,0,19
2016-2017 Regular Season,01.07.17,Kevin Seraphin,PF,Indiana,New York,H,19.5,4,6,0,0,0,0,1,4,5,2,4,0,2,0,8
2016-2017 Regular Season,01.07.17,Monta Ellis,SG,Indiana,New York,H,20.5,2,5,1,2,4,4,0,2,2,2,0,0,2,0,9
2016-2017 Regular Season,01.07.17,Al Jefferson,C,Indiana,New York,H,15.2,4,9,0,0,6,6,4,3,7,2,0,1,0,0,14
2016-2017 Regular Season,01.07.17,CJ Miles,SF,Indiana,New York,H,19.7,6,11,3,7,0,0,1,3,4,0,2,2,1,0,15
2016-2017 Regular Season,01.07.17,Aaron Brooks,PG,Indiana,New York,H,16.1,1,3,0,0,0,0,1,2,3,2,2,0,2,0,2
2016-2017 Regular Season,01.07.17,Joe Young,PG,Indiana,New York,H,0.9,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
2016-2017 Regular Season,01.07.17,Georges Niang,PF,Indiana,New York,H,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.07.17,Solomon Hill,SF,New Orleans,Boston,R,16.6,2,4,0,1,0,0,1,1,2,1,0,1,0,1,4
2016-2017 Regular Season,01.07.17,Dante Cunningham,SF,New Orleans,Boston,R,24.1,0,4,0,3,0,0,1,2,3,0,4,2,1,0,0
2016-2017 Regular Season,01.07.17,Anthony Davis,PF,New Orleans,Boston,R,38.2,14,21,1,1,7,9,3,13,16,2,0,0,3,2,36
2016-2017 Regular Season,01.07.17,Buddy Hield,SG,New Orleans,Boston,R,24.2,3,9,3,5,0,0,0,5,5,3,2,0,1,0,9
2016-2017 Regular Season,01.07.17,Jrue Holiday,PG,New Orleans,Boston,R,29.5,5,10,1,4,2,2,0,1,1,4,3,2,3,1,13
2016-2017 Regular Season,01.07.17,E'Twaun Moore,SG,New Orleans,Boston,R,29.1,3,8,0,4,1,1,2,0,2,1,1,0,2,1,7
2016-2017 Regular Season,01.07.17,Terrence Jones,PF,New Orleans,Boston,R,15.9,2,5,0,1,0,0,0,1,1,0,0,0,0,0,4
2016-2017 Regular Season,01.07.17,Langston Galloway,PG,New Orleans,Boston,R,22.2,6,13,4,9,4,5,0,4,4,1,3,0,0,0,20
2016-2017 Regular Season,01.07.17,Tyreke Evans,SF,New Orleans,Boston,R,20,1,6,0,2,2,2,0,3,3,6,4,1,1,2,4
2016-2017 Regular Season,01.07.17,Donatas Motiejunas,PF,New Orleans,Boston,R,20.4,4,5,1,1,2,4,2,3,5,4,3,1,0,0,11
2016-2017 Regular Season,01.07.17,Jae Crowder,SF,Boston,New Orleans,H,31.2,3,9,2,5,0,0,1,5,6,2,1,1,0,0,8
2016-2017 Regular Season,01.07.17,Amir Johnson,PF,Boston,New Orleans,H,24.2,2,6,0,1,2,4,4,2,6,1,4,0,2,1,6
2016-2017 Regular Season,01.07.17,Al Horford,C,Boston,New Orleans,H,34.9,3,18,1,6,1,1,4,3,7,8,2,0,2,2,8
2016-2017 Regular Season,01.07.17,Marcus Smart,PG,Boston,New Orleans,H,32.1,7,10,5,7,3,3,1,4,5,6,1,2,3,1,22
2016-2017 Regular Season,01.07.17,Isaiah Thomas,PG,Boston,New Orleans,H,38,13,24,6,11,6,6,1,2,3,0,2,2,1,1,38
2016-2017 Regular Season,01.07.17,Kelly Olynyk,C,Boston,New Orleans,H,22.4,5,9,2,3,0,0,1,3,4,4,3,0,0,0,12
2016-2017 Regular Season,01.07.17,Jaylen Brown,SF,Boston,New Orleans,H,14.2,0,4,0,0,0,0,0,4,4,2,3,0,1,0,0
2016-2017 Regular Season,01.07.17,Terry Rozier,PG,Boston,New Orleans,H,12.7,2,3,0,0,0,0,1,2,3,2,1,1,0,0,4
2016-2017 Regular Season,01.07.17,Jonas Jerebko,PF,Boston,New Orleans,H,14.6,2,3,0,0,0,0,2,4,6,1,2,0,1,0,4
2016-2017 Regular Season,01.07.17,Gerald Green,SG,Boston,New Orleans,H,15.9,3,7,2,3,7,7,0,3,3,0,3,0,0,0,15
2016-2017 Regular Season,01.07.17,DeMarre Carroll,SF,Toronto,Chicago,R,41.3,3,8,2,7,1,2,0,2,2,2,5,1,0,0,9
2016-2017 Regular Season,01.07.17,Lucas Nogueira,C,Toronto,Chicago,R,42.4,2,5,0,1,5,7,2,6,8,1,2,2,2,1,9
2016-2017 Regular Season,01.07.17,Jonas Valanciunas,C,Toronto,Chicago,R,32.9,7,11,0,0,0,0,1,6,7,0,5,0,1,2,14
2016-2017 Regular Season,01.07.17,DeMar DeRozan,SG,Toronto,Chicago,R,42.9,10,23,0,1,16,17,1,7,8,2,3,2,2,1,36
2016-2017 Regular Season,01.07.17,Kyle Lowry,PG,Toronto,Chicago,R,44.3,7,17,2,9,11,14,2,7,9,12,3,3,3,1,27
2016-2017 Regular Season,01.07.17,Cory Joseph,SG,Toronto,Chicago,R,23.1,5,6,3,3,1,1,0,3,3,1,1,1,2,0,14
2016-2017 Regular Season,01.07.17,Terrence Ross,SF,Toronto,Chicago,R,25,3,10,1,7,0,0,0,3,3,1,3,2,0,0,7
2016-2017 Regular Season,01.07.17,Norman Powell,SG,Toronto,Chicago,R,11.7,0,5,0,3,2,2,0,0,0,1,0,0,0,0,2
2016-2017 Regular Season,01.07.17,Jakob Poeltl,C,Toronto,Chicago,R,1.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Regular Season,01.07.17,Jimmy Butler,SF,Chicago,Toronto,H,44.2,10,25,4,8,18,20,4,6,10,5,1,2,4,0,42
2016-2017 Regular Season,01.07.17,Taj Gibson,PF,Chicago,Toronto,H,19.9,3,7,0,0,2,2,2,4,6,1,4,0,1,0,8
2016-2017 Regular Season,01.07.17,Robin Lopez,C,Chicago,Toronto,H,27.1,3,7,0,0,0,0,1,4,5,0,2,0,0,0,6
2016-2017 Regular Season,01.07.17,Dwyane Wade,SG,Chicago,Toronto,H,38.9,6,19,1,2,7,7,1,3,4,7,2,1,2,1,20
2016-2017 Regular Season,01.07.17,Michael Carter-Williams,PG,Chicago,Toronto,H,16.5,2,4,1,2,0,0,1,4,5,4,3,0,3,0,5
2016-2017 Regular Season,01.07.17,Doug McDermott,SF,Chicago,Toronto,H,37.8,6,17,2,7,3,3,2,8,10,1,1,1,2,0,17
2016-2017 Regular Season,01.07.17,Nikola Mirotic,PF,Chicago,Toronto,H,33.1,4,10,3,8,1,2,0,9,9,2,4,1,1,1,12
2016-2017 Regular Season,01.07.17,Jerian Grant,PG,Chicago,Toronto,H,21.9,2,3,0,1,4,4,1,2,3,3,4,0,0,0,8
2016-2017 Regular Season,01.07.17,Cristiano Felicio,C,Chicago,Toronto,H,25.7,2,5,0,0,1,1,5,3,8,2,6,0,1,0,5
2016-2017 Regular Season,01.07.17,Danilo Gallinari,SF,Denver,Oklahoma City,R,35.3,5,18,0,4,5,5,0,7,7,0,4,1,0,0,15
2016-2017 Regular Season,01.07.17,Darrell Arthur,PF,Denver,Oklahoma City,R,24.1,4,9,2,4,0,0,1,3,4,1,4,1,1,0,10
2016-2017 Regular Season,01.07.17,Jusuf Nurkic,C,Denver,Oklahoma City,R,25.9,5,14,0,0,1,4,5,4,9,0,2,3,2,1,11
2016-2017 Regular Season,01.07.17,Will Barton,SG,Denver,Oklahoma City,R,28.3,6,11,3,5,6,6,2,5,7,1,3,1,2,0,21
2016-2017 Regular Season,01.07.17,Emmanuel Mudiay,PG,Denver,Oklahoma City,R,26,0,9,0,4,0,0,1,0,1,4,2,1,2,0,0
2016-2017 Regular Season,01.07.17,Wilson Chandler,SF,Denver,Oklahoma City,R,31.9,10,18,2,4,2,4,0,8,8,2,2,0,2,2,24
2016-2017 Regular Season,01.07.17,Jameer Nelson,PG,Denver,Oklahoma City,R,22,5,10,2,3,1,3,1,0,1,8,2,0,2,0,13
2016-2017 Regular Season,01.07.17,Juan Hernangomez,PF,Denver,Oklahoma City,R,13.7,2,3,0,0,0,0,1,4,5,0,1,0,0,0,4
2016-2017 Regular Season,01.07.17,Kenneth Faried,PF,Denver,Oklahoma City,R,18.8,2,5,0,0,0,0,4,6,10,1,3,0,1,0,4
2016-2017 Regular Season,01.07.17,Jamal Murray,SG,Denver,Oklahoma City,R,14,1,2,0,0,2,2,0,1,1,1,0,0,0,1,4
2016-2017 Regular Season,01.07.17,Andre Roberson,SF,Oklahoma City,Denver,H,38.9,3,7,2,5,5,8,0,9,9,0,3,0,0,1,13
2016-2017 Regular Season,01.07.17,Domantas Sabonis,PF,Oklahoma City,Denver,H,19.4,2,7,0,2,5,5,1,4,5,1,2,1,0,0,9
2016-2017 Regular Season,01.07.17,Steven Adams,C,Oklahoma City,Denver,H,30.9,7,10,0,0,2,3,0,5,5,2,3,1,2,4,16
2016-2017 Regular Season,01.07.17,Victor Oladipo,SG,Oklahoma City,Denver,H,32.7,7,19,0,8,1,2,1,2,3,3,3,2,0,1,15
2016-2017 Regular Season,01.07.17,Russell Westbrook,PG,Oklahoma City,Denver,H,35,10,20,7,12,5,6,2,15,17,11,3,3,5,0,32
2016-2017 Regular Season,01.07.17,Enes Kanter,C,Oklahoma City,Denver,H,21.3,7,12,0,0,0,0,2,4,6,1,0,0,1,1,14
2016-2017 Regular Season,01.07.17,Alex Abrines,SG,Oklahoma City,Denver,H,19.5,1,4,1,3,4,4,0,2,2,3,3,1,0,0,7
2016-2017 Regular Season,01.07.17,Cameron Payne,PG,Oklahoma City,Denver,H,13,3,4,2,3,0,0,0,2,2,1,1,0,1,0,8
2016-2017 Regular Season,01.07.17,Jerami Grant,SF,Oklahoma City,Denver,H,24.4,1,3,0,2,1,1,0,0,0,0,1,0,1,4,3
2016-2017 Regular Season,01.07.17,Joffrey Lauvergne,C,Oklahoma City,Denver,H,5,2,3,0,1,0,0,0,0,0,1,1,0,0,0,4
2016-2017 Regular Season,01.07.17,Gordon Hayward,SF,Utah,Minnesota,R,32.2,4,13,1,4,7,7,0,2,2,3,2,1,3,0,16
2016-2017 Regular Season,01.07.17,Derrick Favors,PF,Utah,Minnesota,R,34.4,7,12,1,2,0,0,0,6,6,1,2,3,0,2,15
2016-2017 Regular Season,01.07.17,Rudy Gobert,C,Utah,Minnesota,R,31.3,5,10,0,0,2,3,7,6,13,1,5,1,1,4,12
2016-2017 Regular Season,01.07.17,Rodney Hood,SG,Utah,Minnesota,R,20.5,1,6,1,2,0,0,0,5,5,1,3,1,0,0,3
2016-2017 Regular Season,01.07.17,George Hill,PG,Utah,Minnesota,R,32.8,5,12,2,4,7,7,2,3,5,7,2,1,1,0,19
2016-2017 Regular Season,01.07.17,Joe Ingles,SF,Utah,Minnesota,R,23.6,3,6,1,4,2,2,1,1,2,4,0,4,1,0,9
2016-2017 Regular Season,01.07.17,Shelvin Mack,PG,Utah,Minnesota,R,15.2,0,3,0,1,0,0,0,1,1,2,1,0,1,0,0
2016-2017 Regular Season,01.07.17,Trey Lyles,PF,Utah,Minnesota,R,19.8,4,6,2,4,3,6,0,3,3,1,1,0,1,0,13
2016-2017 Regular Season,01.07.17,Joe Johnson,SF,Utah,Minnesota,R,12.9,1,3,0,1,0,0,0,1,1,1,2,0,0,0,2
2016-2017 Regular Season,01.07.17,Alec Burks,SG,Utah,Minnesota,R,6.8,2,3,0,0,0,1,0,0,0,1,0,0,0,0,4
2016-2017 Regular Season,01.07.17,Boris Diaw,PF,Utah,Minnesota,R,10.5,0,3,0,1,1,2,0,1,1,1,1,1,0,0,1
2016-2017 Regular Season,01.07.17,Andrew Wiggins,SF,Minnesota,Utah,H,38.3,6,19,1,3,3,7,4,1,5,4,4,0,5,1,16
2016-2017 Regular Season,01.07.17,Gorgui Dieng,PF,Minnesota,Utah,H,40.1,4,11,1,2,2,2,1,7,8,4,2,0,1,1,11
2016-2017 Regular Season,01.07.17,Karl-Anthony Towns,C,Minnesota,Utah,H,40.6,5,13,1,2,7,8,6,9,15,1,4,0,2,0,18
2016-2017 Regular Season,01.07.17,Zach LaVine,SG,Minnesota,Utah,H,38.3,10,21,3,9,1,1,3,6,9,4,2,1,2,0,24
2016-2017 Regular Season,01.07.17,Ricky Rubio,PG,Minnesota,Utah,H,34,5,7,0,1,2,3,0,3,3,7,4,1,2,0,12
2016-2017 Regular Season,01.07.17,Shabazz Muhammad,SF,Minnesota,Utah,H,17.7,2,3,1,2,0,0,0,3,3,0,1,0,0,0,5
2016-2017 Regular Season,01.07.17,Kris Dunn,PG,Minnesota,Utah,H,14,1,3,0,1,0,0,0,2,2,1,1,1,1,1,2
2016-2017 Regular Season,01.07.17,Nemanja Bjelica,PF,Minnesota,Utah,H,11.5,2,2,0,0,0,0,0,1,1,1,1,0,1,0,4
2016-2017 Regular Season,01.07.17,Cole Aldrich,C,Minnesota,Utah,H,3.9,0,1,0,0,0,0,0,2,2,1,2,0,1,0,0
2016-2017 Regular Season,01.07.17,Brandon Rush,SG,Minnesota,Utah,H,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017 Regular Season,01.07.17,Thabo Sefolosha,SF,Atlanta,Dallas,R,18,0,3,0,0,0,0,0,1,1,0,1,1,0,0,0
2016-2017 Regular Season,01.07.17,Paul Millsap,PF,Atlanta,Dallas,R,38.7,3,10,0,2,11,13,0,9,9,6,1,2,2,0,17
2016-2017 Regular Season,01.07.17,Dwight Howard,C,Atlanta,Dallas,R,31.1,4,10,0,0,7,9,3,17,20,0,1,1,1,0,15
2016-2017 Regular Season,01.07.17,Kent Bazemore,SF,Atlanta,Dallas,R,28,2,6,2,4,0,0,2,2,4,4,2,0,0,1,6
2016-2017 Regular Season,01.07.17,Dennis Schroder,PG,Atlanta,Dallas,R,29.3,7,15,3,5,3,4,0,3,3,3,4,1,2,0,20
2016-2017 Regular Season,01.07.17,Tim Hardaway Jr.,SG,Atlanta,Dallas,R,30.5,7,13,5,8,3,4,0,2,2,3,2,0,2,0,22
2016-2017 Regular Season,01.07.17,Malcolm Delaney,PG,Atlanta,Dallas,R,24.6,2,6,0,0,0,0,0,3,3,1,3,0,1,0,4
2016-2017 Regular Season,01.07.17,Mike Muscala,C,Atlanta,Dallas,R,21,4,7,1,3,2,2,1,1,2,1,0,1,0,0,11
2016-2017 Regular Season,01.07.17,Taurean Prince,SF,Atlanta,Dallas,R,13.6,1,3,0,0,0,0,0,1,1,1,1,2,0,0,2
2016-2017 Regular Season,01.07.17,Kris Humphries,PF,Atlanta,Dallas,R,5.2,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0
2016-2017 Regular Season,01.07.17,Dirk Nowitzki,PF,Dallas,Atlanta,H,30.2,4,10,0,3,3,3,0,3,3,2,2,2,3,1,11
2016-2017 Regular Season,01.07.17,Harrison Barnes,SF,Dallas,Atlanta,H,30.1,9,15,2,4,1,2,2,2,4,0,3,2,0,0,21
2016-2017 Regular Season,01.07.17,Andrew Bogut,C,Dallas,Atlanta,H,28.7,1,3,0,0,0,0,0,11,11,0,3,0,2,1,2
2016-2017 Regular Season,01.07.17,Wesley Matthews,SG,Dallas,Atlanta,H,32.7,3,12,3,7,0,0,0,4,4,1,4,0,1,0,9
2016-2017 Regular Season,01.07.17,Deron Williams,PG,Dallas,Atlanta,H,28.4,3,12,0,5,1,1,2,5,7,4,3,0,4,0,7
2016-2017 Regular Season,01.07.17,Seth Curry,PG,Dallas,Atlanta,H,13.2,0,3,0,1,0,0,0,0,0,1,3,0,1,0,0
2016-2017 Regular Season,01.07.17,Devin Harris,PG,Dallas,Atlanta,H,14.7,3,8,1,6,4,4,0,1,1,0,1,0,0,0,11
2016-2017 Regular Season,01.07.17,J.J. Barea,PG,Dallas,Atlanta,H,17,3,8,1,4,0,0,0,4,4,7,1,0,1,0,7
2016-2017 Regular Season,01.07.17,Dwight Powell,C,Dallas,Atlanta,H,15.6,4,5,0,0,0,0,2,4,6,0,1,1,0,0,8
2016-2017 Regular Season,01.07.17,Dorian Finney-Smith,PF,Dallas,Atlanta,H,21.9,1,4,1,4,0,0,0,0,0,3,4,1,1,1,3
2016-2017 Regular Season,01.07.17,Nicolas Brussino,SF,Dallas,Atlanta,H,2.6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-2017 Regular Season,01.07.17,Justin Anderson,SF,Dallas,Atlanta,H,2.6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,3
2016-2017 Regular Season,01.07.17,Salah Mejri,C,Dallas,Atlanta,H,2.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2016-2017 Regular Season,01.07.17,Michael Kidd-Gilchrist,SF,Charlotte,San Antonio,R,30.1,6,9,0,0,0,0,1,8,9,2,3,2,2,0,12
2016-2017 Regular Season,01.07.17,Marvin Williams,PF,Charlotte,San Antonio,R,27.2,3,10,1,6,4,4,2,3,5,2,1,0,0,1,11
2016-2017 Regular Season,01.07.17,Cody Zeller,PF,Charlotte,San Antonio,R,32.6,3,5,0,0,3,4,3,6,9,1,2,1,2,2,9
2016-2017 Regular Season,01.07.17,Jeremy Lamb,SG,Charlotte,San Antonio,R,28.6,4,12,0,3,5,6,0,8,8,3,1,0,1,1,13
2016-2017 Regular Season,01.07.17,Kemba Walker,PG,Charlotte,San Antonio,R,31.2,6,13,2,4,4,5,0,2,2,3,2,1,4,0,18
2016-2017 Regular Season,01.07.17,Marco Belinelli,SG,Charlotte,San Antonio,R,26.5,2,10,1,4,0,0,1,3,4,2,0,0,1,0,5
2016-2017 Regular Season,01.07.17,Frank Kaminsky,C,Charlotte,San Antonio,R,20.8,0,3,0,3,2,2,0,4,4,1,3,1,0,0,2
2016-2017 Regular Season,01.07.17,Roy Hibbert,C,Charlotte,San Antonio,R,15.4,4,6,0,0,2,2,1,4,5,0,1,0,1,0,10
2016-2017 Regular Season,01.07.17,Ramon Sessions,PG,Charlotte,San Antonio,R,14.9,1,6,0,1,1,2,0,1,1,2,0,0,3,0,3
2016-2017 Regular Season,01.07.17,Treveon Graham,SG,Charlotte,San Antonio,R,8.6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2016-2017 Regular Season,01.07.17,Brian Roberts,PG,Charlotte,San Antonio,R,4.1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,2
2016-2017 Regular Season,01.07.17,Kawhi Leonard,SF,San Antonio,Charlotte,H,32.9,7,18,3,10,2,2,0,2,2,3,2,0,2,1,19
2016-2017 Regular Season,01.07.17,LaMarcus Aldridge,PF,San Antonio,Charlotte,H,34,5,9,0,1,5,6,5,6,11,3,2,0,0,1,15
2016-2017 Regular Season,01.07.17,Pau Gasol,C,San Antonio,Charlotte,H,20.1,2,7,1,2,0,0,1,4,5,3,2,1,0,2,5
2016-2017 Regular Season,01.07.17,Danny Green,SG,San Antonio,Charlotte,H,20.6,2,6,2,4,0,0,1,3,4,4,0,1,1,1,6
2016-2017 Regular Season,01.07.17,Tony Parker,PG,San Antonio,Charlotte,H,24.6,1,8,0,2,0,0,0,4,4,2,3,0,0,0,2
2016-2017 Regular Season,01.07.17,Patty Mills,PG,San Antonio,Charlotte,H,19.3,6,14,1,5,0,0,0,2,2,1,1,2,1,0,13
2016-2017 Regular Season,01.07.17,Manu Ginobili,SG,San Antonio,Charlotte,H,20.3,1,7,1,3,0,0,1,1,2,4,3,1,0,1,3
2016-2017 Regular Season,01.07.17,Dewayne Dedmon,C,San Antonio,Charlotte,H,22.8,6,6,0,0,3,4,1,9,10,1,5,2,0,1,15
2016-2017 Regular Season,01.07.17,Jonathon Simmons,SG,San Antonio,Charlotte,H,18.9,1,6,1,2,0,0,0,2,2,5,1,1,1,1,3
2016-2017 Regular Season,01.07.17,Davis Bertans,PF,San Antonio,Charlotte,H,18.4,5,6,4,5,7,8,0,1,1,2,2,1,0,0,21
2016-2017 Regular Season,01.07.17,Kyle Anderson,SG,San Antonio,Charlotte,H,4.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-2017 Regular Season,01.07.17,Dejounte Murray,PG,San Antonio,Charlotte,H,4.1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
2016-2017 Regular Season,01.08.17,Robert Covington,SF,Philadelphia,Brooklyn,R,37.3,5,12,1,5,4,4,1,10,11,1,2,5,2,1,15
2016-2017 Regular Season,01.08.17,Ersan Ilyasova,PF,Philadelphia,Brooklyn,R,25.8,5,16,1,7,3,5,2,5,7,2,2,0,0,1,14
2016-2017 Regular Season,01.08.17,Joel Embiid,C,Philadelphia,Brooklyn,R,24,8,14,0,3,4,5,1,4,5,4,4,0,3,2,20
2016-2017 Regular Season,01.08.17,Nik Stauskas,SG,Philadelphia,Brooklyn,R,30.5,4,7,3,4,4,4,0,5,5,2,2,0,1,1,15
